household_id,age,gender,education_yrs,household_size,land_size_ha,years_growing_cannabis,distance_to_anrac_km,prior_arrests,household_income_usd,income_post_law_usd,info_access_legal,irrigation_access,food_security,joined_legal_cooperative,willing_stay_legal,income_change_pct,log_income,edu_secondary,any_prior_arrest,distance_quartile,region_Chefchaouen,region_Ouazzane,survey_year,macro_gdp_per_capita,macro_agri_value_added,macro_rural_population,anrac_legal_hectares,anrac_total_licenses,anrac_cooperatives,anrac_pct_legal
657,50,Male,0,7,0.1,24,33.0,0,400.0,364.0,1,1,2,0,,-9.0,5.993961427306569,0,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
658,71,Female,12,3,0.74,2,26.9,0,611.0,884.0,1,1,2,1,1.0,44.68,6.416732282512326,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
659,33,Male,6,8,1.25,13,47.6,2,1530.0,1446.0,0,0,3,0,,-5.49,7.333676395657684,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
660,39,Male,6,11,2.66,43,72.4,0,3658.0,4560.0,1,1,2,1,1.0,24.66,8.204945165019208,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
661,29,Female,9,11,0.61,8,70.0,1,993.0,913.0,1,1,2,0,,-8.06,6.901737206656574,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
662,68,Male,3,8,0.18,44,44.3,0,400.0,341.0,0,1,2,0,,-14.75,5.993961427306569,0,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
663,52,Male,3,10,1.69,39,12.2,2,3021.0,2926.0,1,1,3,0,,-3.14,8.013674142832684,0,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
664,51,Male,9,9,1.01,6,21.3,2,1136.0,1213.0,1,1,2,0,,6.78,7.036148493750536,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
665,58,Male,3,9,5.331199999999999,38,38.0,1,7491.0,7398.0,0,1,1,0,,-1.24,8.921591063563978,0,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
666,49,Male,6,2,5.331199999999999,2,15.1,0,7756.489999999999,9978.0,0,1,2,1,1.0,28.64,8.956414107246616,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
667,66,Female,3,5,2.07,18,52.6,3,2048.0,1857.0,1,0,2,0,,-9.33,7.6251071482389,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
668,53,Male,12,10,1.23,5,38.4,0,2089.0,1808.0,0,0,2,0,,-13.45,7.644919344958857,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
669,34,Male,12,7,0.6,42,39.6,2,1285.0,1607.0,0,0,2,1,1.0,25.06,7.1592919047975645,1,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
670,37,Male,3,4,0.1,42,45.5,1,426.0,433.0,1,1,1,0,,1.64,6.056784013228625,0,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
671,58,Male,0,6,0.64,9,70.9,0,1157.0,1378.0,1,0,3,1,1.0,19.1,7.05444965813294,0,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
672,60,Male,6,9,1.12,42,54.3,2,912.0,999.0,0,1,1,0,,9.54,6.816735880594968,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
673,65,Male,3,3,0.34,29,59.5,1,449.0,489.0,0,0,1,0,,8.91,6.1092475827643655,0,1,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
674,72,Female,9,11,0.93,24,59.7,0,1513.0,1608.0,1,0,3,0,,6.28,7.322510433997394,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
675,33,Male,6,7,0.1,7,30.1,0,400.0,439.0,1,1,3,0,,9.75,5.993961427306569,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
676,40,Male,0,10,0.12,17,25.8,1,400.0,345.0,0,0,2,0,,-13.75,5.993961427306569,0,1,Q1_nearest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
677,64,Female,3,6,3.65,3,8.1,0,3275.0,5170.0,0,0,1,1,1.0,57.86,8.09437844497296,0,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
678,56,Female,6,11,2.44,16,41.4,2,3505.0,3353.0,1,1,1,0,,-4.34,8.16223106548118,1,1,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
679,44,Female,0,6,0.2,24,27.9,0,444.0,437.0,0,0,3,0,,-1.58,6.09807428216624,0,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
680,46,Female,3,4,2.16,4,22.4,0,2576.0,2718.0,1,1,1,0,,5.51,7.854381210652365,0,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
681,52,Male,6,6,0.42,37,48.3,3,945.0,936.0,1,0,3,0,,-0.95,6.852242569051878,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
682,54,Male,9,2,1.42,25,33.2,0,1841.0,2344.0,0,1,2,1,1.0,27.32,7.518607216815252,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
683,28,Male,6,5,1.02,43,37.1,2,1346.0,1651.0,1,0,3,1,1.0,22.66,7.205635176410364,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
684,40,Female,3,9,0.74,18,28.8,1,1308.0,1326.0,0,1,1,0,,1.38,7.1770187659099,0,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
685,46,Male,3,5,1.2,40,19.1,2,2410.0,2440.0,0,0,2,0,,1.24,7.787796878181171,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
686,27,Male,6,7,4.89,41,29.5,0,7755.0,10851.0,1,0,2,1,1.0,39.92,8.956222016362542,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
687,40,Male,15,8,0.93,6,55.0,3,790.0,858.0,1,0,1,0,,8.61,6.673297967767654,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
688,25,Male,6,9,3.88,30,33.9,1,5744.0,7558.0,1,1,1,1,0.0,31.58,8.656085190282855,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
689,59,Male,3,3,0.4,4,34.8,1,400.0,401.0,1,1,2,0,,0.25,5.993961427306569,0,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
690,27,Female,9,8,1.53,8,18.4,1,1648.0,1762.0,1,0,2,0,,6.92,7.407924322559599,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
691,46,Male,3,10,1.29,36,38.7,1,2159.0,1958.0,1,1,1,0,,-9.31,7.67786350067821,0,1,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
692,66,Male,12,9,0.25,33,26.6,1,453.0,476.0,1,1,2,0,,5.08,6.118097198041348,1,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
693,43,Female,3,3,0.1,34,6.6,3,400.0,391.0,0,1,3,0,,-2.25,5.993961427306569,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
694,53,Male,0,3,0.35,3,7.5,0,400.0,428.0,1,1,2,0,,7.0,5.993961427306569,0,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
695,54,Male,3,4,0.63,1,18.8,0,1040.0,999.0,1,0,3,0,,-3.94,6.947937068614969,0,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
696,45,Female,12,4,0.1,5,28.5,0,400.0,384.0,1,0,2,0,,-4.0,5.993961427306569,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
697,37,Male,6,3,0.61,34,26.0,0,711.0,606.0,0,1,3,0,,-14.77,6.568077911411976,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
698,28,Male,6,5,0.3,22,70.8,0,406.0,429.0,0,1,2,0,,5.67,6.008813185442595,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
699,55,Male,6,9,2.66,19,28.0,0,3773.0,3511.0,1,1,2,0,,-6.94,8.235890725928495,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
700,32,Male,12,10,0.25,39,53.4,0,400.0,412.0,0,1,2,0,,3.0,5.993961427306569,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
701,28,Male,6,9,0.28,30,9.4,1,417.0,418.0,0,0,3,0,,0.24,6.035481432524756,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
702,71,Female,6,11,1.43,3,52.1,0,2358.0,2286.0,1,0,1,0,,-3.05,7.765993079407675,1,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
703,64,Male,6,5,0.82,7,65.6,2,1154.0,1202.0,1,1,2,0,,4.16,7.051855622955894,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
704,39,Male,6,10,2.2,44,55.4,0,2581.0,2378.0,1,0,1,0,,-7.87,7.856319571406588,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
705,42,Male,6,5,1.6,22,24.0,0,2232.0,2315.0,0,0,3,0,,3.72,7.711101251840158,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
706,41,Male,9,9,0.1,28,87.1,0,400.0,344.0,0,1,2,0,,-14.0,5.993961427306569,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
707,52,Female,0,7,2.89,36,56.3,0,5239.0,4595.0,0,0,2,0,,-12.29,8.564076777315087,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
708,27,Male,3,7,1.42,7,92.30199999999999,3,1591.0,1602.0,1,0,1,0,,0.69,7.3727463664043285,0,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
709,49,Male,9,2,2.26,22,31.2,2,2305.0,2124.0,0,1,1,0,,-7.85,7.743269700829004,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
710,73,Male,6,5,0.36,8,47.8,2,622.0,679.0,1,1,3,0,,9.16,6.434546518787453,1,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
711,40,Male,12,11,0.19,43,23.3,1,400.0,366.0,1,0,3,0,,-8.5,5.993961427306569,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
712,68,Male,6,3,2.39,42,58.5,0,4231.0,3718.0,0,1,2,0,,-12.12,8.350429973538136,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
713,31,Male,12,4,5.11,33,56.1,0,5790.0,7175.0,1,1,3,1,0.0,23.92,8.66406026722579,1,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
714,34,Male,6,5,0.23,44,34.8,2,573.0,612.0,0,1,1,0,,6.81,6.352629396319567,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
715,70,Male,6,2,3.11,44,42.6,2,4448.0,4137.0,0,0,2,0,,-6.99,8.400434630806041,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
716,65,Male,12,3,0.94,17,34.3,0,1185.0,1228.0,1,1,2,0,,3.63,7.078341579557671,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
717,71,Male,12,8,0.48,18,48.0,2,690.0,587.0,1,1,2,0,,-14.93,6.53813982376767,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
718,42,Male,0,11,0.96,14,28.9,1,991.0,953.0,1,0,1,0,,-3.83,6.899723107284872,0,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
719,44,Male,12,8,0.1,14,64.6,1,400.0,397.0,1,0,2,0,,-0.75,5.993961427306569,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
720,40,Male,6,2,0.72,15,30.4,0,713.0,607.0,0,1,1,0,,-14.87,6.570882962339584,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
721,42,Male,6,7,0.62,12,55.3,0,670.0,668.0,0,0,2,0,,-0.3,6.508769136971682,1,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
722,70,Male,3,11,0.26,34,87.3,1,400.0,377.0,1,1,3,0,,-5.75,5.993961427306569,0,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
723,46,Male,3,2,2.07,31,16.5,1,3288.0,3006.0,1,0,2,0,,-8.58,8.098338846189057,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
724,69,Male,3,11,0.35,34,46.7,1,532.0,536.0,1,0,1,0,,0.75,6.278521424165844,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
725,73,Male,6,6,0.1,23,36.2,1,400.0,429.0,0,0,3,0,,7.25,5.993961427306569,1,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
726,56,Male,0,5,0.1,6,48.5,2,424.0,393.0,0,0,2,0,,-7.31,6.052089168924417,0,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
727,31,Male,12,6,0.1,19,70.1,2,473.0,480.0,1,0,1,0,,1.48,6.161207321695077,1,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
728,68,Female,0,6,0.41,14,11.0,2,436.0,469.0,1,1,2,0,,7.57,6.07993319509559,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
729,61,Male,6,2,0.25,15,11.3,0,442.0,555.0,1,1,2,1,1.0,25.57,6.093569770045136,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
730,61,Male,3,7,0.68,32,41.4,0,479.0,457.0,1,0,2,0,,-4.59,6.173786103901937,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
731,72,Male,9,6,0.1,32,25.5,0,400.0,350.0,0,0,1,0,,-12.5,5.993961427306569,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
732,67,Male,6,4,1.09,43,16.7,1,1377.0,1226.0,0,0,2,0,,-10.97,7.228388451573604,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
733,48,Male,9,4,3.46,9,38.6,0,6011.0,7915.0,1,0,3,1,1.0,31.68,8.701512750872865,1,0,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
734,51,Male,9,2,0.29,4,17.2,0,400.0,394.0,1,1,2,0,,-1.5,5.993961427306569,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
735,69,Male,9,7,2.0,17,13.5,0,2749.0,3946.0,1,0,1,1,1.0,43.54,7.919356190660617,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
736,26,Female,0,11,0.12,2,59.7,1,400.0,404.0,1,1,1,0,,1.0,5.993961427306569,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
737,42,Male,9,4,1.52,43,50.3,0,1482.0,1309.0,1,1,1,0,,-11.67,7.301822342137932,1,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
738,64,Male,0,2,2.89,24,53.5,0,5132.0,5147.0,1,0,1,0,,0.29,8.543445562560303,0,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
739,67,Male,9,2,0.52,40,90.5,1,1124.0,983.0,1,1,3,0,,-12.54,7.025538314638521,1,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
740,52,Male,6,5,1.03,2,44.2,1,1231.0,1177.0,1,0,3,0,,-4.39,7.116394144093465,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
741,53,Male,3,8,0.1,37,79.2,0,400.0,341.0,1,0,1,0,,-14.75,5.993961427306569,0,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
742,26,Female,15,7,1.09,42,32.7,0,1351.0,1476.0,1,0,3,0,,9.25,7.20934025660291,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
743,61,Female,6,10,0.48,43,57.5,0,400.0,371.0,1,0,2,0,,-7.25,5.993961427306569,1,0,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
744,49,Male,0,11,2.17,24,53.0,0,4004.0,5023.0,1,1,1,1,1.0,25.45,8.29529885950246,0,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
745,72,Male,9,2,0.9,22,52.9,1,1038.0,973.0,0,0,2,0,,-6.26,6.946013991099227,1,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
746,38,Male,6,11,1.99,12,89.3,0,3118.0,2832.0,1,0,3,0,,-9.17,8.045267716607803,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
747,65,Male,3,5,3.56,6,6.399,1,4773.0,4388.0,1,1,1,0,,-8.07,8.470939806898775,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
748,30,Male,9,3,0.55,22,29.7,0,400.0,422.0,1,1,3,0,,5.5,5.993961427306569,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
749,68,Male,9,9,1.3,14,7.2,1,2393.0,2431.0,0,1,2,0,,1.59,7.780720886117918,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
750,46,Female,9,3,0.32,12,66.4,0,400.0,376.0,0,1,2,0,,-6.0,5.993961427306569,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
751,25,Male,6,9,2.71,7,28.2,2,2960.0,2988.0,0,1,3,0,,0.95,7.993282328101591,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
752,34,Female,9,7,1.46,9,42.4,0,1853.0,2366.0,1,1,1,1,1.0,27.68,7.5251007461258,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
753,68,Male,6,4,1.76,19,6.399,2,2074.0,2001.0,1,1,2,0,,-3.52,7.637716432664798,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
754,45,Male,9,7,0.43,23,6.399,0,699.0,1050.0,1,1,3,1,1.0,50.21,6.551080335043404,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
755,70,Male,9,11,1.29,15,6.399,1,1442.0,2188.0,1,1,3,1,1.0,51.73,7.274479558773871,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
756,29,Male,0,5,0.35,3,70.8,1,400.0,351.0,0,1,3,0,,-12.25,5.993961427306569,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
757,56,Female,3,10,1.29,19,22.5,3,2116.0,2018.0,1,0,2,0,,-4.63,7.6577552711348655,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
758,47,Male,15,11,3.23,12,73.0,0,4290.0,3954.0,1,0,2,0,,-7.83,8.364275084991524,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
759,69,Female,9,10,1.65,29,56.8,0,2187.0,2095.0,1,0,2,0,,-4.21,7.690743163541872,1,0,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
760,72,Male,6,4,1.11,4,40.3,0,1878.0,1905.0,1,1,3,0,,1.44,7.538494999413465,1,0,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
761,44,Female,3,10,1.49,2,79.6,0,1442.0,1528.0,1,0,2,0,,5.96,7.274479558773871,0,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
762,54,Female,6,5,0.15,7,10.6,1,400.0,375.0,1,0,3,0,,-6.25,5.993961427306569,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
763,65,Male,3,9,1.54,8,9.3,0,910.0,1201.0,0,0,3,1,1.0,31.98,6.814542897259958,0,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
764,28,Male,9,4,1.46,40,20.6,0,1999.0,2696.0,1,1,2,1,1.0,34.87,7.600902459542082,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
765,29,Male,12,4,0.13,12,52.0,0,400.0,369.0,1,0,3,0,,-7.75,5.993961427306569,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
766,74,Male,9,8,0.44,24,50.3,1,495.0,762.0,1,0,3,1,1.0,53.94,6.206575926724928,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
767,42,Male,0,8,0.72,1,73.5,1,1021.0,976.0,1,0,2,0,,-4.41,6.92951677076365,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
768,33,Male,0,4,0.62,8,59.3,1,943.0,1026.0,1,0,2,0,,8.8,6.8501261661455,0,1,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
769,72,Male,9,4,2.24,4,73.2,1,2837.0,2801.0,0,0,1,0,,-1.27,7.950854857719988,1,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
770,58,Male,9,8,1.33,37,11.5,0,1277.0,1969.0,0,0,2,1,1.0,54.19,7.15305163493748,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
771,73,Male,3,7,0.38,2,40.0,0,553.0,560.0,0,1,2,0,,1.27,6.317164686747284,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
772,32,Male,9,5,2.54,11,85.3,0,2738.0,2640.0,1,0,2,0,,-3.58,7.915348169263078,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
773,47,Male,6,8,1.12,28,20.4,0,1662.0,1781.0,1,1,2,0,,7.16,7.416378479192928,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
774,26,Male,9,9,0.73,3,20.4,0,842.0,993.0,1,1,3,1,1.0,17.93,6.736966958001855,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
775,44,Male,3,9,0.49,5,41.1,0,599.0,846.0,1,0,1,1,1.0,41.24,6.396929655216146,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
776,74,Female,6,7,1.49,43,78.0,0,2061.0,2040.0,1,0,2,0,,-1.02,7.631431664576906,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
777,26,Male,3,8,0.99,11,77.9,3,867.0,819.0,1,1,2,0,,-5.54,6.7661917146603505,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
778,66,Male,9,6,0.56,22,15.3,0,872.0,743.0,1,0,2,0,,-14.79,6.771935555839602,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
779,66,Male,3,6,1.85,17,60.3,1,2528.0,3379.0,0,0,2,1,0.0,33.66,7.835579246669965,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
780,64,Male,3,4,0.16,6,50.5,0,400.0,344.0,1,1,2,0,,-14.0,5.993961427306569,0,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
781,56,Male,6,5,0.15,39,58.7,1,400.0,399.0,0,0,3,0,,-0.25,5.993961427306569,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
782,56,Male,0,7,1.17,3,25.8,0,1479.0,1286.0,1,1,1,0,,-13.05,7.299797366758161,0,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
783,68,Male,0,10,0.59,7,55.3,1,1285.0,1267.0,1,0,2,0,,-1.4,7.1592919047975645,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
784,65,Male,6,9,2.86,30,37.5,0,3008.0,3571.0,1,1,2,1,0.0,18.72,8.009363076630045,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
785,53,Male,3,8,1.97,44,15.4,0,3482.0,3277.0,0,1,3,0,,-5.89,8.155649270366002,0,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
786,49,Female,0,7,0.4,23,53.9,0,403.0,372.0,1,1,1,0,,-7.69,6.0014148779611505,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
787,32,Female,3,11,0.18,31,52.8,2,400.0,351.0,0,0,2,0,,-12.25,5.993961427306569,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
